transaction_id,transaction_date,customer_id,payment_method,before_tax,tax,after_tax,shipping_cost,transaction_discount,total_paid
TX0011868,"2024-06-08 05:17:58",CUST00646,PM002,0,0,0,0,0,0
TX0011869,"2021-03-09 04:02:25",CUST04584,PM001,174236,17423.6,191660,19066,0,210726
TX0011870,"2020-07-13 11:37:17",CUST00722,PM007,440728,44072.8,484801,11421,0,496222
TX0011871,"2023-08-03 01:24:56",CUST02857,PM004,35600,3560,39160,26872,0,66032
TX0011872,"2022-09-30 06:18:56",CUST01110,PM003,1537937,142291,1680230,18674,0,1698900
TX0011873,"2022-05-22 12:15:08",CUST02040,PM001,29275,2927.5,32202.5,8039,0,40241.5
TX0011874,"2023-07-09 07:26:11",CUST01214,PM001,114387,11438.7,125826,11591,0,137417
TX0011875,"2024-12-01 14:59:56",CUST00262,PM003,21318,2131.8,23449.8,7837,0,31286.8
TX0011876,"2020-07-03 06:02:00",CUST01268,PM004,37598,3759.8,41357.8,20716,0,62073.8
TX0011877,"2021-05-12 17:17:50",CUST01144,PM002,20735978,2073600,22809600,20952,0,22830500
TX0011878,"2020-12-09 03:29:49",CUST00242,PM004,39289,3928.9,43217.9,22923,0,66140.9
TX0011879,"2024-07-13 03:21:41",CUST02589,PM009,1389124,138912,1528040,12796,50168,1591000
TX0011880,"2022-11-07 20:59:10",CUST02978,PM007,7550885,754284,8305170,22714,0,8327880
TX0011881,"2023-01-05 10:41:24",CUST02764,PM001,1092353,109235,1201590,8568,0,1210160
TX0011882,"2022-01-16 21:30:25",CUST01364,PM001,3243036,324304,3567340,16894,0,3584230
TX0011883,"2021-07-24 17:13:48",CUST00289,PM005,668011,62155.1,730166,19993,0,750159
TX0011884,"2024-05-14 05:13:48",CUST03013,PM007,10914116,1087990,12002100,21408,0,12023500
TX0011885,"2024-07-27 10:39:18",CUST03591,PM002,2835212,262860,3098070,28699,0,3126770
TX0011886,"2021-06-03 23:53:46",CUST00339,PM001,1895306,189531,2084840,23921,0,2108760
TX0011887,"2022-03-28 13:02:27",CUST02442,PM005,307467,30035.5,337502,27540,0,365042
TX0011888,"2024-11-06 12:48:51",CUST02905,PM003,8180204,818020,8998220,25806,0,9024030
TX0011889,"2022-04-29 15:43:53",CUST00475,PM001,3056173,301442,3357620,25918,0,3383530
TX0011890,"2022-06-12 22:11:38",CUST00921,PM005,1253268,125327,1378590,18077,0,1396670
TX0011891,"2022-02-04 07:34:49",CUST04064,PM003,750340,62686.1,813026,21271,0,834297
TX0011892,"2020-04-05 13:45:40",CUST02007,PM005,48947,4894.7,53841.7,14581,0,68422.7
TX0011893,"2021-02-14 02:07:56",CUST02642,PM004,4135284,374945,4510230,6756,0,4516980
TX0011894,"2024-07-24 07:22:10",CUST04020,PM008,346091,34609.1,380700,18548,0,399248
TX0011895,"2021-04-01 19:12:56",CUST04180,PM010,222348,22234.8,244583,14166,0,258749
TX0011896,"2024-07-05 18:00:36",CUST03587,PM002,2005928,200593,2206520,10863,0,2217380
TX0011897,"2021-09-21 06:41:53",CUST01832,PM004,799452,79945.2,879397,10685,0,890082
TX0011898,"2024-08-02 16:29:02",CUST02658,PM001,5091975,494349,5586320,25563,0,5611890
TX0011899,"2021-12-19 10:41:36",CUST00927,PM004,2063995,198760,2262760,28662,0,2291420
TX0011900,"2022-12-27 15:50:35",CUST01022,PM002,848321,80678.3,928999,25654,0,954653
TX0011901,"2023-12-25 05:38:56",CUST04399,PM007,223179,22317.9,245497,14154,0,259651
TX0011902,"2021-05-14 07:56:48",CUST01849,PM004,4575593,434823,5010420,26331,0,5036750
TX0011903,"2021-05-13 21:21:59",CUST03179,PM001,9798896,921516,10720400,20485,0,10740900
TX0011904,"2020-08-28 19:29:52",CUST02800,PM001,802105,80210.5,882316,19102,16655,918072
TX0011905,"2021-05-01 18:44:57",CUST02780,PM007,3329750,324930,3654680,15367,0,3670050
TX0011906,"2022-06-28 21:40:08",CUST04974,PM002,1113884,111388,1225270,18862,0,1244130
TX0011907,"2024-09-04 21:51:59",CUST01411,PM001,4093952,404048,4498000,11719,0,4509720
TX0011908,"2023-07-14 04:58:30",CUST03823,PM008,791369,79136.9,870506,9535,0,880041
TX0011909,"2024-01-27 13:24:42",CUST03641,PM007,2899436,273543,3172980,21319,0,3194300
TX0011910,"2020-03-05 14:37:51",CUST03057,PM001,1228820,108821,1337640,15058,0,1352700
TX0011911,"2023-06-10 10:42:52",CUST02669,PM002,410106,41010.6,451117,18459,0,469576
TX0011912,"2023-07-16 12:15:26",CUST03648,PM003,863188,86318.8,949507,12187,0,961694
TX0011913,"2020-10-17 12:14:53",CUST01920,PM002,671458,67145.8,738604,9113,0,747717
TX0011914,"2024-12-01 02:31:38",CUST00570,PM005,4518829,427715,4946540,18647,264151,5229340
TX0011915,"2022-01-04 09:24:58",CUST02397,PM002,4043353,404030,4447380,20782,0,4468160
TX0011916,"2023-09-17 07:07:54",CUST00630,PM008,1123951,112395,1236350,10839,0,1247190
TX0011917,"2023-05-05 22:39:17",CUST02450,PM002,810482,75530.6,886013,18207,0,904220
TX0011918,"2021-03-16 22:44:30",CUST00650,PM002,1345046,134505,1479550,22300,0,1501850
TX0011919,"2022-09-03 20:46:51",CUST01995,PM001,1602690,160269,1762960,7550,0,1770510
TX0011920,"2022-06-11 23:18:37",CUST04290,PM004,3275468,314880,3590350,23662,0,3614010
TX0011921,"2023-07-11 17:49:03",CUST03323,PM006,76656,7665.6,84321.6,16923,0,101245
TX0011922,"2020-10-10 03:14:13",CUST04586,PM001,2020496,174556,2195050,23906,0,2218960
TX0011923,"2022-01-27 23:12:08",CUST01997,PM001,2762713,276271,3038980,9333,0,3048320
TX0011924,"2024-03-28 05:28:26",CUST03121,PM001,27126,2712.6,29838.6,29816,0,59654.6
TX0011925,"2024-12-14 09:40:04",CUST02931,PM006,3911994,382302,4294300,26219,0,4320510
TX0011926,"2021-08-31 20:00:55",CUST04641,PM005,752770,75277,828047,19394,0,847441
TX0011927,"2023-10-09 08:17:41",CUST02550,PM002,134904,13490.4,148394,29922,0,178316
TX0011928,"2023-05-17 16:47:36",CUST02977,PM001,46057,4306.3,50363.3,18162,0,68525.3
TX0011929,"2020-09-08 06:50:33",CUST03268,PM001,1114935,101540,1216470,14699,0,1231170
TX0011930,"2021-09-15 18:23:16",CUST04896,PM003,3727028,372703,4099730,13297,0,4113030
TX0011931,"2021-04-04 18:54:56",CUST01848,PM002,0,0,0,0,0,0
TX0011932,"2023-06-12 20:10:58",CUST03827,PM001,161811,16181.1,177992,20185,0,198177
TX0011933,"2024-03-02 03:57:58",CUST02348,PM004,710309,71030.9,781340,14286,0,795626
TX0011934,"2022-01-08 21:51:58",CUST02039,PM006,19856030,1985600,21841600,25148,0,21866800
TX0011935,"2022-02-22 21:49:16",CUST01681,PM001,2718304,237518,2955820,10658,0,2966480
TX0011936,"2020-05-31 08:09:46",CUST04868,PM005,275935,27593.5,303528,19012,7537,330078
TX0011937,"2024-06-20 20:56:58",CUST02441,PM004,1850360,185036,2035400,24657,67827,2127880
TX0011938,"2024-03-03 15:46:30",CUST01822,PM004,447488,40548.4,488036,17084,0,505120
TX0011939,"2022-04-23 13:21:52",CUST04256,PM004,816473,81647.3,898120,18785,0,916905
TX0011940,"2021-06-30 11:53:31",CUST01418,PM001,2426466,226376,2652840,22790,0,2675630
TX0011941,"2024-06-22 19:47:09",CUST00863,PM003,3789151,378915,4168070,26065,0,4194130
TX0011942,"2020-04-05 02:17:03",CUST02196,PM007,1330852,119425,1450280,25945,0,1476220
TX0011943,"2022-12-03 04:32:46",CUST01196,PM001,39341,3934.1,43275.1,18750,0,62025.1
TX0011944,"2020-06-23 04:47:28",CUST00209,PM005,1523936,152394,1676330,27014,0,1703340
TX0011945,"2024-09-21 11:21:57",CUST02110,PM002,0,0,0,0,0,0
TX0011946,"2021-05-30 12:56:02",CUST04983,PM007,47346,4206.4,51552.4,28407,0,79959.4
TX0011947,"2024-12-31 07:03:01",CUST04443,PM003,36131636,3562590,39694200,17544,0,39711800
TX0011948,"2021-11-12 21:07:50",CUST00746,PM006,2758394,275839,3034230,8297,0,3042530
TX0011949,"2024-02-08 08:39:53",CUST01136,PM001,820822,82082.2,902904,8341,0,911245
TX0011950,"2022-08-31 20:00:18",CUST01040,PM004,47741,4774.1,52515.1,17020,0,69535.1
TX0011951,"2021-10-24 16:33:11",CUST03327,PM001,17940455,1794050,19734500,29727,0,19764200
TX0011952,"2020-06-20 02:37:05",CUST01792,PM001,99361558,9936160,109298000,23368,0,109321000
TX0011953,"2024-03-25 13:35:27",CUST02434,PM001,1092019,109202,1201220,16569,0,1217790
TX0011954,"2021-08-05 15:33:23",CUST01786,PM005,141450,14145,155595,10707,0,166302
TX0011955,"2020-09-25 23:24:59",CUST04145,PM001,681808,68180.8,749989,6708,0,756697
TX0011956,"2020-01-24 14:54:33",CUST00139,PM002,323190,32319,355509,19847,0,375356
TX0011957,"2023-05-01 04:00:32",CUST00041,PM008,12549855,1254990,13804800,23770,0,13828600
TX0011958,"2020-09-02 00:56:44",CUST02706,PM002,137910,12715.1,150625,27178,0,177803
TX0011959,"2022-06-21 10:42:32",CUST00980,PM005,567244,56724.4,623968,29719,0,653687
TX0011960,"2020-04-17 17:15:07",CUST03010,PM003,17341010,1463600,18804600,27430,0,18832000
TX0011961,"2022-10-17 01:02:34",CUST00335,PM002,196984,19698.4,216682,10824,0,227506
TX0011962,"2024-07-03 15:23:51",CUST01125,PM003,522471,52247.1,574718,16693,0,591411
TX0011963,"2024-01-03 19:15:23",CUST04306,PM001,676136,67613.6,743750,10630,0,754380
TX0011964,"2022-09-26 14:53:20",CUST02985,PM002,22200695,2220070,24420800,11371,0,24432100
TX0011965,"2020-09-22 21:58:39",CUST00895,PM002,18165813,1816580,19982400,29455,0,20011800
TX0011966,"2020-04-11 23:15:17",CUST01096,PM008,13263209,1085800,14349000,14254,0,14363300
TX0011967,"2020-05-03 00:47:25",CUST00264,PM005,292043,29204.3,321247,18770,0,340017
TX0011968,"2023-02-13 02:55:59",CUST00456,PM002,2230740,223074,2453810,7885,0,2461700
TX0011969,"2021-02-21 16:56:34",CUST03164,PM002,4919282,491928,5411210,22208,0,5433420
TX0011970,"2020-09-19 20:25:46",CUST04873,PM003,1116071,106309,1222380,21617,101107,1345100
TX0011971,"2022-11-04 15:02:55",CUST04375,PM001,676310,67631,743941,23807,14752,782500
TX0011972,"2023-06-24 03:34:39",CUST04630,PM001,395058,34637.9,429696,21148,0,450844
TX0011973,"2021-02-07 22:52:14",CUST02214,PM001,12949453,1294950,14244400,11697,399550,14655600
TX0011974,"2020-04-04 23:10:01",CUST00166,PM004,23486626,2348660,25835300,8641,0,25843900
TX0011975,"2022-10-13 20:16:27",CUST03382,PM001,15819280,1581930,17401200,17904,0,17419100
TX0011976,"2021-11-20 14:06:48",CUST00431,PM002,320876,32087.6,352964,20520,0,373484
TX0011977,"2021-08-17 21:25:20",CUST03060,PM001,854176,85417.6,939594,18347,0,957941
TX0011978,"2023-05-16 19:12:01",CUST01925,PM006,0,0,0,0,0,0
TX0011979,"2022-03-20 21:22:25",CUST00470,PM010,468957,46895.7,515853,18178,0,534031
TX0011980,"2021-08-30 20:17:18",CUST04570,PM001,1710080,171008,1881090,23776,0,1904860
TX0011981,"2023-07-03 03:38:41",CUST04837,PM005,3594130,359413,3953540,5438,0,3958980
TX0011982,"2020-05-26 01:52:26",CUST02682,PM003,76376,7637.6,84013.6,24017,6718,114749
TX0011983,"2023-10-27 14:06:14",CUST02286,PM001,1453477,145348,1598820,17218,0,1616040
TX0011984,"2022-09-07 22:05:32",CUST03670,PM005,40443524,4044350,44487900,7315,0,44495200
TX0011985,"2023-02-19 16:44:52",CUST02378,PM002,478439,47843.9,526283,14527,34083,574893
TX0011986,"2021-06-07 18:12:18",CUST00343,PM004,18060180,1806020,19866200,8810,1622260,21497300
TX0011987,"2021-03-13 21:57:04",CUST01644,PM007,8326507,699786,9026290,22432,0,9048720
TX0011988,"2020-05-11 02:59:08",CUST03830,PM001,5384470,538447,5922920,21404,0,5944320
TX0011989,"2022-11-02 08:05:51",CUST02263,PM006,38188,3818.8,42006.8,13855,0,55861.8
TX0011990,"2023-09-20 17:55:45",CUST03109,PM001,434819,43481.9,478301,26809,0,505110
TX0011991,"2020-06-28 13:45:39",CUST00190,PM009,2179421,215422,2394840,5081,0,2399920
TX0011992,"2020-05-10 16:43:10",CUST02626,PM003,1045472,96859.8,1142330,23616,0,1165950
TX0011993,"2022-09-28 16:36:00",CUST00150,PM007,34411,3441.1,37852.1,9842,0,47694.1
TX0011994,"2024-08-02 19:45:25",CUST01972,PM001,2069838,206984,2276820,7106,0,2283930
TX0011995,"2021-10-02 10:53:28",CUST00840,PM003,486243,48624.3,534867,10401,0,545268
TX0011996,"2024-11-05 01:48:05",CUST04705,PM001,781552,77801.3,859353,15305,43668,918326
TX0011997,"2021-07-20 03:39:15",CUST00068,PM004,461127,39035.6,500163,25436,0,525599
TX0011998,"2023-06-23 08:48:19",CUST03276,PM002,45259,3994.8,49253.8,27848,0,77101.8
TX0011999,"2023-08-30 15:51:24",CUST01520,PM001,4011264,401126,4412390,15562,0,4427950
TX0012000,"2021-09-02 11:06:22",CUST02274,PM004,1495221,149522,1644740,23687,0,1668430
TX0012001,"2022-09-26 19:14:57",CUST00235,PM003,403650,40365,444015,13396,0,457411
TX0012002,"2024-07-11 23:48:08",CUST01414,PM001,525993,52599.3,578592,13778,0,592370
TX0012003,"2020-08-31 19:24:40",CUST00349,PM001,3514964,351496,3866460,13847,77961,3958270
TX0012004,"2022-06-17 18:02:54",CUST00886,PM002,3604992,360499,3965490,22865,0,3988360
TX0012005,"2024-01-17 13:55:57",CUST01525,PM004,636980,63698,700678,9480,46027,756185
TX0012006,"2020-06-09 17:38:16",CUST00855,PM001,1082318,108232,1190550,6438,0,1196990
TX0012007,"2022-01-03 17:45:35",CUST03228,PM005,37099581,3709960,40809500,29787,0,40839300
TX0012008,"2021-07-12 05:45:56",CUST04387,PM003,1086418,107730,1194150,14649,0,1208800
TX0012009,"2021-02-06 20:59:32",CUST03174,PM002,1491904,149190,1641090,7868,0,1648960
TX0012010,"2021-05-20 08:57:33",CUST03386,PM001,764097,75997.4,840094,18126,0,858220
TX0012011,"2021-10-04 17:25:25",CUST03046,PM003,795128,75459.7,870588,9932,0,880520
TX0012012,"2022-05-24 08:25:51",CUST00204,PM002,39430,3577.4,43007.4,7025,0,50032.4
TX0012013,"2020-08-02 22:35:09",CUST00202,PM002,14845736,1313960,16159700,11024,274699,16445400
TX0012014,"2024-09-20 17:34:41",CUST03476,PM001,0,0,0,0,0,0
TX0012015,"2022-09-06 09:17:10",CUST02833,PM001,324166,28792.6,352959,11234,0,364193
TX0012016,"2024-04-09 04:30:37",CUST04253,PM001,31494,3149.4,34643.4,29683,2247,66573.4
TX0012017,"2023-06-24 21:32:08",CUST04521,PM005,708042,70804.2,778846,20034,0,798880
TX0012018,"2020-12-14 05:42:59",CUST04135,PM005,1717257,168811,1886070,17360,0,1903430
TX0012019,"2020-12-19 22:32:33",CUST01441,PM002,10532544,1053250,11585800,14850,0,11600600
TX0012020,"2023-01-30 06:42:30",CUST04794,PM002,3551460,330978,3882440,16076,0,3898510
TX0012021,"2021-05-20 01:47:39",CUST03220,PM003,572824,57282.4,630106,26858,0,656964
TX0012022,"2024-07-15 06:06:26",CUST03397,PM007,1813992,181399,1995390,13724,0,2009120
TX0012023,"2021-11-13 00:17:43",CUST02199,PM005,428966,42896.6,471863,24319,30867,527049
TX0012024,"2023-11-07 18:30:24",CUST04792,PM003,3723772,372377,4096150,17065,0,4113210
TX0012025,"2024-01-18 20:48:28",CUST00233,PM005,1634457,163446,1797900,11247,91198,1900350
TX0012026,"2023-07-07 22:33:04",CUST04286,PM005,1269692,126969,1396660,19385,0,1416050
TX0012027,"2022-07-16 17:42:10",CUST03948,PM002,661987,66198.7,728186,19421,0,747607
TX0012028,"2023-05-30 05:24:45",CUST03812,PM003,838633,83524.6,922158,21851,0,944009
TX0012029,"2021-10-29 13:56:21",CUST03587,PM005,1023496,102350,1125850,29198,65909,1220950
TX0012030,"2021-06-19 21:51:55",CUST02680,PM009,77748,6803.3,84551.3,16911,0,101462
TX0012031,"2021-06-30 07:06:27",CUST01473,PM005,46215975,4621600,50837600,16916,0,50854500
TX0012032,"2024-12-29 07:07:11",CUST04511,PM005,648676,64867.6,713544,14021,0,727565
TX0012033,"2020-09-16 23:16:29",CUST02334,PM005,150737,14724.2,165461,17227,0,182688
TX0012034,"2023-10-04 11:49:32",CUST01496,PM005,496837,49683.7,546521,26074,0,572595
TX0012035,"2024-01-08 17:05:36",CUST02304,PM008,309512,30951.2,340463,10174,0,350637
TX0012036,"2021-09-23 22:30:29",CUST04017,PM004,462206,37146.9,499353,20875,0,520228
TX0012037,"2023-01-05 03:48:17",CUST04414,PM001,1209860,120986,1330850,12510,0,1343360
TX0012038,"2020-05-26 18:40:36",CUST03104,PM003,6770686,581938,7352620,6411,574292,7933330
TX0012039,"2023-09-19 05:07:36",CUST02277,PM005,18733778,1873380,20607200,6600,0,20613800
TX0012040,"2020-09-07 00:54:33",CUST00964,PM002,160801,16080.1,176881,6559,0,183440
TX0012041,"2021-12-18 02:32:32",CUST04566,PM002,0,0,0,0,0,0
TX0012042,"2022-12-02 00:15:18",CUST03437,PM001,67644,6764.4,74408.4,15957,6723,97088.4
TX0012043,"2024-11-11 17:15:24",CUST00120,PM002,641909,64190.9,706100,21288,0,727388
TX0012044,"2024-09-29 19:14:00",CUST02797,PM003,343507,29389,372896,11114,0,384010
TX0012045,"2023-04-03 06:53:56",CUST02368,PM004,169357650,16935800,186293000,14886,0,186308000
TX0012046,"2024-11-05 14:15:28",CUST03727,PM006,1558203,155820,1714020,6707,0,1720730
TX0012047,"2022-12-29 05:34:11",CUST00807,PM003,32338541,3233850,35572400,28683,0,35601100
TX0012048,"2024-07-20 23:03:38",CUST00908,PM001,17420687,1563490,18984200,12866,0,18997000
TX0012049,"2024-02-05 14:20:45",CUST04300,PM008,566607,56660.7,623268,18750,0,642018
TX0012050,"2022-05-28 11:03:42",CUST01046,PM006,473134,47313.4,520447,26173,0,546620
TX0012051,"2021-10-03 22:30:10",CUST00410,PM001,1492623,149262,1641890,5050,0,1646940
TX0012052,"2024-03-13 21:01:09",CUST04766,PM002,10489188,861803,11351000,17879,0,11368900
TX0012053,"2024-11-14 06:39:22",CUST00783,PM005,1096900,108526,1205430,21027,0,1226450
TX0012054,"2021-05-06 09:34:35",CUST02812,PM005,3963725,350006,4313730,26486,0,4340220
TX0012055,"2020-06-22 22:19:57",CUST02493,PM003,971613,97161.3,1068770,29286,0,1098060
TX0012056,"2020-09-27 06:15:31",CUST02439,PM001,882040,88204,970244,21581,0,991825
TX0012057,"2021-03-12 21:20:38",CUST03431,PM003,2786139,278306,3064440,24788,0,3089230
TX0012058,"2022-01-01 02:49:31",CUST03370,PM002,3329708,332971,3662680,16684,0,3679360
TX0012059,"2022-05-22 19:56:55",CUST02604,PM009,9201534,782211,9983740,28245,0,10012000
TX0012060,"2024-09-08 22:21:58",CUST00680,PM004,271387370,27137700,298525000,19893,0,298545000
TX0012061,"2023-08-21 11:58:14",CUST04397,PM003,1779825,177982,1957810,27679,0,1985490
TX0012062,"2020-12-13 12:15:02",CUST04751,PM007,4247640,387819,4635460,25010,0,4660470
TX0012063,"2022-03-10 11:25:32",CUST03757,PM003,251207,25120.7,276328,8759,0,285087
TX0012064,"2020-11-12 07:24:55",CUST04149,PM007,0,0,0,0,0,0
TX0012065,"2024-02-08 19:56:42",CUST02644,PM008,294300,29430,323730,11056,0,334786
TX0012066,"2020-12-12 05:06:23",CUST02397,PM002,179126,17912.6,197039,16137,0,213176
TX0012067,"2021-04-17 23:23:48",CUST04792,PM001,484142,40483.4,524625,14740,0,539365
TX0012068,"2024-03-28 22:59:45",CUST01937,PM002,626365,62636.5,689002,19610,0,708612
TX0012069,"2022-08-09 09:52:41",CUST01747,PM001,3083469,253049,3336520,24784,0,3361300
TX0012070,"2020-09-03 05:34:59",CUST04177,PM002,343002,34300.2,377302,6905,16493,400700
TX0012071,"2020-11-28 21:38:55",CUST02579,PM005,85802,8580.2,94382.2,12436,0,106818
TX0012072,"2024-05-16 17:15:59",CUST01313,PM003,13804034,1380400,15184400,8984,0,15193400
TX0012073,"2020-09-07 06:41:40",CUST02628,PM001,85366,8536.6,93902.6,23481,0,117384
TX0012074,"2021-04-21 08:15:16",CUST04088,PM003,35896,3589.6,39485.6,24431,0,63916.6
TX0012075,"2021-06-11 05:13:29",CUST00800,PM001,6126205,612620,6738830,28431,265724,7032980
TX0012076,"2020-01-14 01:45:38",CUST00165,PM003,949625,94962.5,1044590,8786,0,1053370
TX0012077,"2021-02-08 15:39:29",CUST02018,PM008,7208378,695274,7903650,29775,0,7933430
TX0012078,"2024-05-20 13:38:15",CUST03393,PM002,17498071,1749810,19247900,11043,0,19258900
TX0012079,"2023-05-24 02:36:26",CUST02031,PM003,8802334,880233,9682570,12355,0,9694920
TX0012080,"2022-03-26 05:32:26",CUST02503,PM003,1297813,129781,1427590,18561,0,1446160
TX0012081,"2024-12-22 04:44:39",CUST00409,PM001,49559747,4320950,53880700,16603,0,53897300
TX0012082,"2020-12-01 09:27:28",CUST02037,PM004,712531,71253.1,783784,17108,0,800892
TX0012083,"2022-03-06 16:17:22",CUST02940,PM003,9390808,939081,10329900,19142,0,10349000
TX0012084,"2023-08-06 03:59:36",CUST00399,PM005,449618,44961.8,494580,19641,0,514221
TX0012085,"2023-08-16 19:07:36",CUST03219,PM001,1057071,105707,1162780,26048,0,1188830
TX0012086,"2024-08-17 07:59:15",CUST00964,PM007,17497,1749.7,19246.7,26555,0,45801.7
TX0012087,"2021-08-22 04:27:37",CUST04365,PM001,783006,64989.6,847996,7773,0,855769
TX0012088,"2022-02-04 08:31:24",CUST02383,PM008,250164,25016.4,275180,17975,0,293155
TX0012089,"2021-08-09 11:19:27",CUST00561,PM002,3625970,337207,3963180,19098,326143,4308420
TX0012090,"2020-09-30 06:34:27",CUST01039,PM002,41155,3468.2,44623.2,9328,0,53951.2
TX0012091,"2021-05-20 18:16:46",CUST02361,PM002,0,0,0,0,0,0
TX0012092,"2021-06-04 16:22:53",CUST02920,PM001,5103820,510382,5614200,23925,0,5638130
TX0012093,"2021-03-04 07:51:16",CUST02938,PM006,47699488,4769950,52469400,7965,0,52477400
TX0012094,"2023-08-20 07:41:24",CUST03334,PM003,72288,5961.1,78249.1,21033,0,99282.1
TX0012095,"2020-02-11 22:09:22",CUST02686,PM002,2054627,205463,2260090,9972,0,2270060
TX0012096,"2021-06-17 04:26:44",CUST02692,PM003,866843,86684.3,953527,17966,0,971493
TX0012097,"2023-12-04 12:45:06",CUST04010,PM008,32373,3237.3,35610.3,25538,0,61148.3
TX0012098,"2023-05-11 11:34:02",CUST00143,PM005,393983,39398.3,433381,11799,0,445180
TX0012099,"2023-01-28 11:12:53",CUST03230,PM007,1212738,104092,1316830,16276,0,1333110
TX0012100,"2020-09-08 19:53:38",CUST03190,PM002,2433270,243327,2676600,7887,0,2684480
TX0012101,"2020-07-24 22:20:50",CUST02064,PM007,6038482,603848,6642330,24535,0,6666860
TX0012102,"2024-09-11 04:12:02",CUST00002,PM008,1788369,164512,1952880,25546,71996,2050420
TX0012103,"2022-08-14 13:18:23",CUST00987,PM008,32517,2814.1,35331.1,19896,0,55227.1
TX0012104,"2024-08-19 00:28:24",CUST04797,PM003,32850,3285,36135,22191,0,58326
TX0012105,"2022-08-20 03:26:08",CUST01966,PM004,28839,2326.3,31165.3,12078,0,43243.3
TX0012106,"2021-07-01 16:12:22",CUST00867,PM007,817059,81705.9,898765,9318,0,908083
TX0012107,"2024-03-02 20:39:22",CUST00371,PM002,666078,66607.8,732686,14113,0,746799
TX0012108,"2022-09-24 01:16:49",CUST01873,PM003,1513268,151327,1664590,11318,0,1675910
TX0012109,"2023-03-31 15:01:16",CUST04452,PM006,1804352,180435,1984790,26011,0,2010800
TX0012110,"2024-04-06 07:28:46",CUST03375,PM010,302111,30211.1,332322,7715,0,340037
TX0012111,"2022-11-15 01:59:04",CUST01514,PM004,615212,60998,676210,25484,0,701694
TX0012112,"2022-12-31 02:23:07",CUST01432,PM002,170777,17077.7,187855,8977,0,196832
TX0012113,"2024-04-06 13:27:06",CUST03951,PM002,1802226,180223,1982450,23611,0,2006060
TX0012114,"2022-04-04 02:24:10",CUST00336,PM002,282806,28280.6,311087,16998,0,328085
TX0012115,"2024-05-10 05:43:51",CUST02378,PM002,41878,4187.8,46065.8,24615,0,70680.8
TX0012116,"2024-12-19 20:07:09",CUST00403,PM001,6877900,687790,7565690,8698,0,7574390
TX0012117,"2022-09-29 08:41:55",CUST01756,PM005,15456663,1434480,16891100,17520,0,16908700
TX0012118,"2022-07-16 16:44:07",CUST02217,PM001,1678924,167892,1846820,29119,0,1875940
TX0012119,"2024-12-31 04:39:34",CUST04130,PM002,0,0,0,0,0,0
TX0012120,"2023-04-19 01:46:50",CUST03084,PM003,561789,56178.9,617968,6954,0,624922
TX0012121,"2021-05-18 05:52:13",CUST03784,PM004,0,0,0,0,0,0
TX0012122,"2021-05-07 18:54:57",CUST04214,PM005,28377,2837.7,31214.7,26951,0,58165.7
TX0012123,"2023-05-23 01:06:21",CUST04093,PM006,1646932,160101,1807030,20647,0,1827680
TX0012124,"2024-04-27 18:01:01",CUST02489,PM001,771252,77125.2,848377,8982,0,857359
TX0012125,"2021-08-01 13:15:30",CUST00168,PM001,7127425,712742,7840170,23509,0,7863680
TX0012126,"2020-12-27 03:35:07",CUST01768,PM001,177329920,17733000,195063000,20681,0,195084000
TX0012127,"2022-06-26 20:27:23",CUST04245,PM004,202599,17927.9,220527,25969,0,246496
TX0012128,"2021-06-08 02:20:36",CUST01193,PM004,676168,67616.8,743785,10515,0,754300
TX0012129,"2024-03-25 08:05:09",CUST00847,PM005,1727628,152229,1879860,18469,0,1898330
TX0012130,"2021-08-10 18:44:36",CUST01731,PM005,41878,3652.6,45530.6,27472,0,73002.6
TX0012131,"2023-07-24 08:13:31",CUST04137,PM001,2613170,261317,2874490,20170,0,2894660
TX0012132,"2023-02-17 03:02:48",CUST01329,PM002,520664,42927.1,563591,7067,0,570658
TX0012133,"2023-03-23 11:42:38",CUST03010,PM005,20401998,1766840,22168800,29699,0,22198500
TX0012134,"2024-01-14 06:59:20",CUST00707,PM001,185895,18589.5,204484,14598,0,219082
TX0012135,"2023-10-17 07:11:44",CUST04176,PM007,349084,32369.1,381453,13041,0,394494
TX0012136,"2021-06-02 04:23:38",CUST02977,PM010,1642670,142661,1785330,16299,156004,1957630
TX0012137,"2021-10-02 01:26:16",CUST02127,PM006,2325988,232599,2558590,23156,0,2581740
TX0012138,"2024-08-01 02:46:16",CUST02990,PM003,1007537,100754,1108290,10713,28650,1147650
TX0012139,"2021-08-01 03:52:44",CUST03349,PM001,4943986,494399,5438380,20927,0,5459310
TX0012140,"2023-09-26 21:31:42",CUST03229,PM001,584867,49977.1,634844,16974,0,651818
TX0012141,"2022-09-21 07:44:54",CUST02879,PM004,471221,39116.3,510337,9757,0,520094
TX0012142,"2024-09-26 09:06:43",CUST04379,PM003,1137639,113764,1251400,11349,0,1262750
TX0012143,"2024-03-30 02:22:08",CUST03994,PM002,19501430,1950140,21451600,10831,0,21462400
TX0012144,"2024-08-08 08:23:42",CUST03440,PM001,125834,12583.4,138417,22890,0,161307
TX0012145,"2023-12-29 17:16:13",CUST03529,PM002,18269126,1826910,20096000,15605,0,20111600
TX0012146,"2021-01-24 15:53:59",CUST01925,PM004,313949,31394.9,345344,25727,0,371071
